location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.6226768419440334
austin,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.4464025734254404
baltimore,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.229674967016127
bangor,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.9659452612127626
beaumont,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.881954170951379
boston,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.6472506242039904
boulder,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,5.13137688379637
charleston,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.4225970881509213
cherokee,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.0480112229431198
clt-area,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,6.577826074180224
colorado,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.846863648988532
colorado-springs,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.520166667276161
columbia,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.6884539453278589
columbus,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.0470514044359842
dallas,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.7728157628037844
denver,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.6131091560908115
duluth,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.8310160884556759
el-paso,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.818611713304758
fay-area,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.045320369053829
florence,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.191880081655965
floyd,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.0068758197174232
frederick,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.563067456742494
georgia,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.365187036125557
greenville,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.0453662699510726
hall,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.9250915602994403
harford,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.2117600556724275
henry,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.9936310260143275
horry,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.8411887319842077
houston,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.0541580625209175
indiana,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.7896129858038623
indianapolis,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.362839766112265
la-grange,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.9923814488353193
larimer,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.9773591045426733
lynn,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.011761526181751
macon,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.254967144681263
maine,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.1609884308909921
marietta,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.538530890392966
maryland,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.974482750187866
massachusetts,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.858795289108144
mesa,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.3167705579065694
minneapolis,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.978708011549328
minnesota,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.419966072382754
montgomery,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.127289006626066
nenc,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,5.834800184433469
new-bedford,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.3299781726114426
north-carolina,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.354887962013057
nyc,2026-01-03,0,2026-01-03,ILI ED visits pct,quantile,0.025,5.645294982478651
