location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
colorado,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,1.48015182020343
georgia,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.64517871522982
indiana,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.34411183380514004
maine,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.0
maryland,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,1.14223461075811
massachusetts,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.40823670353318
minnesota,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.70662740645048
north-carolina,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,1.4887642392045102
south-carolina,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.32640947781109
texas,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,1.8544263015516
utah,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.67062337824395
virginia,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.025,0.7917965879454
colorado,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,1.4169664702407598
georgia,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.6279161515535899
indiana,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.33852676263614
maine,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.0
maryland,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,1.1087576961407
massachusetts,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.3943007732419
minnesota,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.6853512222671
north-carolina,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,1.43610280333527
south-carolina,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.32162828837133
texas,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,1.78278086461786
utah,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.64147287051225
virginia,2025-12-06,1,2025-12-13,Flu ED visits pct,quantile,0.025,0.77815609387261
colorado,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,1.36944935935705
georgia,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.60551866739435
indiana,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.33883329630248
maine,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.0
maryland,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,1.08088885168594
massachusetts,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.39553712191563994
minnesota,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.67548053670091
north-carolina,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,1.38666181238728
south-carolina,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.30897394307686
texas,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,1.7213225784304902
utah,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.62266763871531
virginia,2025-12-06,2,2025-12-20,Flu ED visits pct,quantile,0.025,0.7703292369505099
colorado,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,1.31813474728844
georgia,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.6023032199567899
indiana,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.33225730760397
maine,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.0
maryland,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,1.06148259982167
massachusetts,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.39138186594171004
minnesota,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.6548668330416699
north-carolina,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,1.3432327050119102
south-carolina,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.311369523803
texas,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,1.6636051385788502
utah,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.5988404645112401
virginia,2025-12-06,3,2025-12-27,Flu ED visits pct,quantile,0.025,0.75663141285092
colorado,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.05,1.9006887806521802
georgia,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.05,0.85589710078418
indiana,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.05,0.51738645918496
maine,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.05,0.08725882505936
maryland,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.05,1.44260313094783
massachusetts,2025-12-06,0,2025-12-06,Flu ED visits pct,quantile,0.05,0.57095265130022
