location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.950102731932688
austin,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.0843751605021783
baltimore,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.9613034846859687
bangor,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.6185144901147297
beaumont,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,3.6530330632913657
boston,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.2409095112138975
boulder,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.8521246901299495
charleston,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.7019604767497323
cherokee,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.2179565382107653
clt-area,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,7.407502614207818
colorado,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.2026624163444
colorado-springs,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.5738669758415638
columbia,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.3823772540981842
columbus,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,0.7497462625665536
dallas,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.4309340536623099
denver,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.2765220295040627
duluth,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.0847392559025817
el-paso,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.907851321051023
fay-area,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,5.6417879468869945
florence,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.1718874993242445
floyd,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.852899524484674
frederick,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.3282594504978773
georgia,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.1222832990420057
greenville,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,0.8614245182126871
hall,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.430003053391238
harford,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.42191443907527
henry,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,2.1571934540116677
horry,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.6736012355658347
houston,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.873393814008706
indiana,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.2784390757090327
indianapolis,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.3908592143369882
la-grange,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.8444688317276896
larimer,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.4083877233967035
lynn,2025-12-27,0,2025-12-27,Flu ED visits pct,quantile,0.025,1.5265992854386508
