location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.020693319511442
austin,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.7268893163175965
baltimore,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.941376317070432
bangor,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.9297656859461263
beaumont,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,4.695018537970719
boston,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.39127851078716
boulder,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,5.071704016290486
charleston,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.8817530007994716
cherokee,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.2211766662855914
clt-area,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,8.481653621240637
colorado,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.7861639034729637
colorado-springs,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.904849297162916
columbia,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.156985516133267
columbus,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.0891292051175423
dallas,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.4789833634279175
denver,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.911044243224768
duluth,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.309571194000389
el-paso,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.9714865142156617
fay-area,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,5.237268498059605
florence,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.5025084718264563
floyd,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.6931116688373304
frederick,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.6582833844650273
georgia,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.7908859080711186
greenville,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.191589803992833
hall,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.089355128201225
harford,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.5383124380531896
henry,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.5740252417840037
horry,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.0807535012700313
houston,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.6088211998570334
indiana,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.1856574666637685
indianapolis,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.6329159029956313
la-grange,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.4385515180495694
larimer,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.194474809220219
lynn,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.4139153114655354
macon,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.5402634162683873
maine,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.5814239198726538
marietta,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.805433175694182
maryland,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.1510673442549573
massachusetts,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.2030567051254373
mesa,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.6063056802225393
minneapolis,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.955406778200941
minnesota,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.007060613617115
montgomery,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.871823700045273
nenc,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,7.317656886768085
new-bedford,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.305052245893595
north-carolina,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,5.142853921575815
nyc,2026-01-03,0,2026-01-03,ILI ED visits pct,quantile,0.025,5.669315463223103
ogden,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.468221358758959
pittsfield,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,0.9968485853614375
portland,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.12767468440965
provo,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,3.2380406281595935
roanoke,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,2.107400709375864
rochester,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.113069003240056
rock-hill,2026-01-03,0,2026-01-03,Flu ED visits pct,quantile,0.025,1.4661619144876603
