location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.24672487059097864
austin,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.5095003563577736
baltimore,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.2730945998908737
bangor,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.256348276728564
beaumont,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.6482094230449633
boston,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.3286712515697137
boulder,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.2325355285518304
charleston,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.26894725143026105
cherokee,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.4784633444257542
clt-area,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,2.4608727150364915
colorado,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.36624573930559834
colorado-springs,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.6032724421984875
columbia,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.25029358416678815
columbus,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.13863123427997615
dallas,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.39930001270957016
denver,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.5885454603675975
duluth,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.0642905202503368
el-paso,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.643573154795224
fay-area,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,1.7850922811020473
florence,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.3395721589014995
floyd,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.30865091251940496
frederick,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.12124420737483325
georgia,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.4848952204024626
greenville,2025-12-13,0,2025-12-13,Flu ED visits pct,quantile,0.025,0.22017084042538942
